Points3DData,Combination,AvgRvecStd,StdRvecStd,AvgTvecStd,StdTvecStd,AvgReprojErr,StdReprojErr
points3D_IQR,4,0.016969286482843564,0.013201300317018463,0.0015883580118744656,0.0011062025118872463,0.15079915076545902,0.07273247231819706
