Points3DData,Combination,AvgRvecStd,StdRvecStd,AvgTvecStd,StdTvecStd,AvgReprojErr,StdReprojErr
points3D_legacy,4,0.03559110939969205,0.023980303527062947,0.004150008806442639,0.0019486703621497557,0.37545046943466587,0.11196184489430841
