Points3DData,Combination,AvgRvecStd,StdRvecStd,AvgTvecStd,StdTvecStd,AvgReprojErr,StdReprojErr
points3D_origin,4,0.0340593284254017,0.0223341428435838,0.0038650508477905,0.0016452625343559,0.3616376445332144,0.1088661639043515
points3D_legacy,4,0.035591109399692,0.0239803035270629,0.0041500088064426,0.0019486703621497,0.3754504694346658,0.1119618448943084
points3D_IQR,4,0.0169692864828435,0.0132013003170184,0.0015883580118744,0.0011062025118872,0.150799150765459,0.072732472318197
