Points3DData,Combination,AvgRvecStd,StdRvecStd,AvgTvecStd,StdTvecStd,AvgReprojErr,StdReprojErr
points3D_origin,4,0.03405932842540176,0.022334142843583853,0.00386505084779054,0.0016452625343559805,0.36163764453321445,0.10886616390435153
